,TrashFile,Image,Category
353,garbage_classification/metal/metal232.jpg,"[[[220 222 235]
  [220 222 235]
  [220 222 235]
  ...
  [199 198 212]
  [199 198 212]
  [199 198 212]]

 [[220 222 235]
  [220 222 235]
  [220 222 235]
  ...
  [199 198 212]
  [199 198 212]
  [199 198 212]]

 [[220 222 235]
  [220 222 235]
  [220 222 235]
  ...
  [199 198 212]
  [199 198 212]
  [199 198 212]]

 ...

 [[213 215 228]
  [212 214 227]
  [212 214 227]
  ...
  [162 162 172]
  [162 162 172]
  [161 161 171]]

 [[213 215 228]
  [213 215 228]
  [212 214 227]
  ...
  [162 162 172]
  [162 162 172]
  [161 161 171]]

 [[213 215 228]
  [213 215 228]
  [213 215 228]
  ...
  [162 162 172]
  [162 162 172]
  [161 161 171]]]",metal
354,garbage_classification/metal/metal122.jpg,"[[[219 219 221]
  [219 219 221]
  [219 219 221]
  ...
  [173 174 176]
  [173 174 176]
  [173 174 176]]

 [[219 219 221]
  [219 219 221]
  [219 219 221]
  ...
  [173 174 176]
  [173 174 176]
  [173 174 176]]

 [[219 219 221]
  [219 219 221]
  [219 219 221]
  ...
  [173 174 176]
  [173 174 176]
  [173 174 176]]

 ...

 [[228 230 227]
  [228 230 227]
  [228 230 227]
  ...
  [159 159 157]
  [159 159 157]
  [159 159 157]]

 [[228 230 227]
  [228 230 227]
  [228 230 227]
  ...
  [159 159 157]
  [159 159 157]
  [159 159 157]]

 [[228 230 227]
  [228 230 227]
  [228 230 227]
  ...
  [159 159 157]
  [159 159 157]
  [159 159 157]]]",metal
355,garbage_classification/metal/metal686.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
356,garbage_classification/metal/metal757.jpg,"[[[255 249 250]
  [255 250 250]
  [255 250 252]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[255 250 250]
  [255 250 250]
  [255 251 252]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[255 250 252]
  [255 251 252]
  [255 250 254]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 ...

 [[252 251 255]
  [252 251 255]
  [252 251 255]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[252 251 255]
  [252 251 255]
  [252 251 255]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[252 251 255]
  [252 251 255]
  [252 251 255]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]]",metal
357,garbage_classification/metal/metal40.jpg,"[[[180 168 156]
  [180 168 156]
  [180 168 156]
  ...
  [156 143 134]
  [156 143 134]
  [156 143 134]]

 [[180 168 156]
  [180 168 156]
  [179 167 155]
  ...
  [156 143 134]
  [156 143 134]
  [156 143 134]]

 [[180 168 156]
  [179 167 155]
  [179 167 155]
  ...
  [156 143 134]
  [156 143 134]
  [156 143 134]]

 ...

 [[181 171 169]
  [181 171 169]
  [181 171 169]
  ...
  [119 117 120]
  [118 116 119]
  [117 115 118]]

 [[181 171 169]
  [181 171 169]
  [181 171 169]
  ...
  [120 118 121]
  [119 117 120]
  [119 117 120]]

 [[181 171 169]
  [181 171 169]
  [181 171 169]
  ...
  [121 119 122]
  [120 118 121]
  [120 118 121]]]",metal
358,garbage_classification/metal/metal141.jpg,"[[[252 251 247]
  [252 251 247]
  [252 251 247]
  ...
  [183 184 179]
  [183 184 179]
  [183 184 179]]

 [[252 251 247]
  [252 251 247]
  [252 251 247]
  ...
  [183 184 179]
  [183 184 179]
  [183 184 179]]

 [[252 251 247]
  [252 251 247]
  [252 251 247]
  ...
  [183 184 179]
  [183 184 179]
  [183 184 179]]

 ...

 [[254 255 250]
  [254 255 250]
  [254 255 250]
  ...
  [207 206 201]
  [207 206 201]
  [207 206 201]]

 [[254 255 250]
  [254 255 250]
  [254 255 250]
  ...
  [207 206 201]
  [207 206 201]
  [207 206 201]]

 [[254 255 250]
  [254 255 250]
  [254 255 250]
  ...
  [207 206 201]
  [207 206 201]
  [207 206 201]]]",metal
359,garbage_classification/metal/metal164.jpg,"[[[163 155 144]
  [163 155 144]
  [163 155 144]
  ...
  [118 116  95]
  [ 44  42  19]
  [106 104  79]]

 [[163 155 144]
  [163 155 144]
  [163 155 144]
  ...
  [ 82  80  59]
  [ 48  46  23]
  [170 168 145]]

 [[163 155 144]
  [163 155 144]
  [164 156 145]
  ...
  [ 38  35  16]
  [ 48  46  25]
  [206 204 183]]

 ...

 [[160 155 149]
  [159 154 148]
  [159 154 148]
  ...
  [ 83  82  80]
  [ 83  82  80]
  [ 83  82  80]]

 [[160 155 149]
  [160 155 149]
  [159 154 148]
  ...
  [ 83  82  80]
  [ 83  82  80]
  [ 83  82  80]]

 [[160 155 149]
  [160 155 149]
  [160 155 149]
  ...
  [ 83  82  80]
  [ 83  82  80]
  [ 83  82  80]]]",metal
360,garbage_classification/metal/metal189.jpg,"[[[218 220 233]
  [218 220 233]
  [218 220 233]
  ...
  [144 144 154]
  [144 144 154]
  [144 144 154]]

 [[218 220 233]
  [218 220 233]
  [218 220 233]
  ...
  [144 144 154]
  [144 144 154]
  [144 144 154]]

 [[218 220 233]
  [218 220 233]
  [218 220 233]
  ...
  [144 144 154]
  [144 144 154]
  [144 144 154]]

 ...

 [[219 221 234]
  [219 221 234]
  [219 221 234]
  ...
  [170 170 180]
  [170 170 180]
  [170 170 180]]

 [[219 221 234]
  [219 221 234]
  [219 221 234]
  ...
  [170 170 180]
  [170 170 180]
  [170 170 180]]

 [[219 221 234]
  [219 221 234]
  [219 221 234]
  ...
  [170 170 180]
  [170 170 180]
  [170 170 180]]]",metal
361,garbage_classification/metal/metal90.jpg,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
362,garbage_classification/metal/metal395.jpg,"[[[222 210 198]
  [222 210 198]
  [222 210 198]
  ...
  [198 188 179]
  [198 188 179]
  [198 188 179]]

 [[222 210 198]
  [222 210 198]
  [222 210 198]
  ...
  [198 188 179]
  [198 188 179]
  [198 188 179]]

 [[222 210 198]
  [222 210 198]
  [222 210 198]
  ...
  [198 188 179]
  [198 188 179]
  [198 188 179]]

 ...

 [[208 195 186]
  [208 195 186]
  [208 195 186]
  ...
  [140 124 109]
  [140 124 109]
  [139 123 108]]

 [[208 195 186]
  [208 195 186]
  [208 195 186]
  ...
  [142 126 111]
  [141 125 110]
  [141 125 110]]

 [[208 195 186]
  [208 195 186]
  [208 195 186]
  ...
  [143 127 112]
  [142 126 111]
  [141 125 110]]]",metal
363,garbage_classification/metal/metal358.jpg,"[[[196 200 212]
  [196 200 212]
  [196 200 212]
  ...
  [179 181 194]
  [179 181 194]
  [179 181 194]]

 [[196 200 212]
  [196 200 212]
  [196 200 212]
  ...
  [179 181 194]
  [179 181 194]
  [179 181 194]]

 [[196 200 212]
  [196 200 212]
  [196 200 212]
  ...
  [179 181 194]
  [179 181 194]
  [179 181 194]]

 ...

 [[197 200 215]
  [197 200 215]
  [197 200 215]
  ...
  [162 161 175]
  [162 161 175]
  [162 161 175]]

 [[197 200 215]
  [197 200 215]
  [197 200 215]
  ...
  [162 161 175]
  [162 161 175]
  [162 161 175]]

 [[197 200 215]
  [197 200 215]
  [197 200 215]
  ...
  [162 161 175]
  [162 161 175]
  [162 161 175]]]",metal
364,garbage_classification/metal/metal279.jpg,"[[[214 201 193]
  [244 233 227]
  [233 224 217]
  ...
  [108  94  83]
  [155 142 133]
  [254 244 235]]

 [[186 173 165]
  [188 177 171]
  [184 175 168]
  ...
  [126 112 101]
  [233 220 211]
  [241 231 222]]

 [[255 247 239]
  [233 222 216]
  [195 186 179]
  ...
  [183 169 158]
  [239 226 217]
  [255 252 243]]

 ...

 [[ 60  62  48]
  [ 62  63  49]
  [ 43  44  30]
  ...
  [115 101  98]
  [150 133 126]
  [224 205 198]]

 [[  0   2   0]
  [  0   2   0]
  [  6   8   0]
  ...
  [188 174 171]
  [200 183 176]
  [125 105  98]]

 [[ 16  19  10]
  [  0   2   0]
  [  0   1   0]
  ...
  [214 200 197]
  [ 89  70  64]
  [ 26   3   0]]]",metal
365,garbage_classification/metal/metal319.jpg,"[[[246 236 224]
  [247 237 225]
  [247 237 225]
  ...
  [205 194 172]
  [205 194 172]
  [205 194 172]]

 [[246 236 224]
  [246 236 224]
  [247 237 225]
  ...
  [205 194 172]
  [205 194 172]
  [205 194 172]]

 [[246 236 224]
  [246 236 224]
  [247 237 225]
  ...
  [205 194 172]
  [205 194 172]
  [205 194 172]]

 ...

 [[248 240 229]
  [247 239 228]
  [247 239 228]
  ...
  [ 78  11   5]
  [ 78  11   5]
  [ 78  11   5]]

 [[248 240 229]
  [248 240 229]
  [247 239 228]
  ...
  [ 78  11   5]
  [ 78  11   5]
  [ 78  11   5]]

 [[248 240 229]
  [248 240 229]
  [248 240 229]
  ...
  [ 77  10   4]
  [ 77  10   4]
  [ 77  10   4]]]",metal
366,garbage_classification/metal/metal426.jpg,"[[[248 238 226]
  [248 238 226]
  [248 238 226]
  ...
  [231 221 211]
  [231 221 211]
  [231 221 211]]

 [[248 238 226]
  [248 238 226]
  [248 238 226]
  ...
  [231 221 211]
  [231 221 211]
  [231 221 211]]

 [[248 238 226]
  [248 238 226]
  [248 238 226]
  ...
  [231 221 211]
  [231 221 211]
  [231 221 211]]

 ...

 [[227 215 201]
  [227 215 201]
  [227 215 201]
  ...
  [130 111  94]
  [130 111  94]
  [130 111  94]]

 [[227 215 201]
  [227 215 201]
  [227 215 201]
  ...
  [130 111  94]
  [130 111  94]
  [130 111  94]]

 [[227 215 201]
  [227 215 201]
  [227 215 201]
  ...
  [130 111  94]
  [130 111  94]
  [130 111  94]]]",metal
367,garbage_classification/metal/metal759.jpg,"[[[175 175 175]
  [176 176 176]
  [176 176 176]
  ...
  [207 206 204]
  [207 206 204]
  [207 206 204]]

 [[176 176 176]
  [176 176 176]
  [177 177 177]
  ...
  [207 206 204]
  [207 206 204]
  [207 206 204]]

 [[176 176 176]
  [177 177 177]
  [177 177 177]
  ...
  [207 206 204]
  [207 206 204]
  [207 206 204]]

 ...

 [[128 128 128]
  [126 126 126]
  [128 128 128]
  ...
  [189 189 189]
  [189 189 189]
  [189 189 189]]

 [[125 125 125]
  [124 124 124]
  [130 130 130]
  ...
  [189 189 189]
  [189 189 189]
  [188 188 188]]

 [[130 130 130]
  [123 123 123]
  [132 132 132]
  ...
  [189 189 189]
  [188 188 188]
  [188 188 188]]]",metal
368,garbage_classification/metal/metal652.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
369,garbage_classification/metal/metal543.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
370,garbage_classification/metal/metal225.jpg,"[[[166 162 151]
  [166 162 151]
  [166 162 151]
  ...
  [ 74  70  58]
  [ 70  66  54]
  [ 72  68  56]]

 [[166 162 151]
  [166 162 151]
  [166 162 151]
  ...
  [ 69  65  53]
  [ 68  64  52]
  [ 71  67  55]]

 [[166 162 151]
  [166 162 151]
  [166 162 151]
  ...
  [ 70  66  54]
  [ 73  69  57]
  [ 77  73  61]]

 ...

 [[163 159 156]
  [163 159 156]
  [163 159 156]
  ...
  [111 110 115]
  [111 110 115]
  [111 110 115]]

 [[163 159 156]
  [163 159 156]
  [163 159 156]
  ...
  [112 111 116]
  [112 111 116]
  [112 111 116]]

 [[163 159 156]
  [163 159 156]
  [163 159 156]
  ...
  [112 111 116]
  [112 111 116]
  [112 111 116]]]",metal
371,garbage_classification/metal/metal523.jpg,"[[[255 250 250]
  [255 250 250]
  [255 250 252]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[255 250 250]
  [255 250 252]
  [255 251 252]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[255 251 252]
  [255 251 252]
  [255 250 254]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 ...

 [[252 251 255]
  [252 251 255]
  [252 251 255]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[252 251 255]
  [252 251 255]
  [252 251 255]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]

 [[252 251 255]
  [252 251 255]
  [252 251 255]
  ...
  [252 251 255]
  [252 251 255]
  [252 251 255]]]",metal
372,garbage_classification/metal/metal601.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
373,garbage_classification/metal/metal766.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
374,garbage_classification/metal/metal376.jpg,"[[[214 214 214]
  [214 214 214]
  [214 214 214]
  ...
  [194 190 189]
  [194 190 189]
  [194 190 189]]

 [[214 214 214]
  [214 214 214]
  [214 214 214]
  ...
  [194 190 189]
  [194 190 189]
  [194 190 189]]

 [[214 214 214]
  [214 214 214]
  [214 214 214]
  ...
  [194 190 189]
  [194 190 189]
  [194 190 189]]

 ...

 [[213 213 215]
  [213 213 215]
  [214 214 216]
  ...
  [ 66  22  11]
  [ 68  24  13]
  [ 69  25  14]]

 [[213 213 215]
  [213 213 215]
  [214 214 216]
  ...
  [ 67  23  12]
  [ 69  25  14]
  [ 70  26  15]]

 [[213 213 215]
  [214 214 216]
  [214 214 216]
  ...
  [ 68  24  13]
  [ 69  25  14]
  [ 70  26  15]]]",metal
375,garbage_classification/metal/metal737.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
376,garbage_classification/metal/metal353.jpg,"[[[209 212 227]
  [209 212 227]
  [209 212 227]
  ...
  [183 185 198]
  [183 185 198]
  [183 185 198]]

 [[209 212 227]
  [209 212 227]
  [209 212 227]
  ...
  [183 185 198]
  [183 185 198]
  [183 185 198]]

 [[209 212 227]
  [209 212 227]
  [209 212 227]
  ...
  [183 185 198]
  [183 185 198]
  [183 185 198]]

 ...

 [[207 210 227]
  [206 209 226]
  [206 209 226]
  ...
  [155 157 170]
  [155 157 170]
  [155 157 170]]

 [[207 210 227]
  [207 210 227]
  [206 209 226]
  ...
  [155 157 170]
  [155 157 170]
  [155 157 170]]

 [[207 210 227]
  [207 210 227]
  [207 210 227]
  ...
  [155 157 170]
  [155 157 170]
  [155 157 170]]]",metal
377,garbage_classification/metal/metal386.jpg,"[[[220 220 230]
  [220 220 230]
  [220 220 230]
  ...
  [231 230 235]
  [231 230 235]
  [231 230 235]]

 [[220 220 230]
  [220 220 230]
  [220 220 230]
  ...
  [231 230 235]
  [231 230 235]
  [231 230 235]]

 [[220 220 230]
  [220 220 230]
  [220 220 230]
  ...
  [231 230 235]
  [231 230 235]
  [231 230 235]]

 ...

 [[217 217 227]
  [217 217 227]
  [217 217 227]
  ...
  [ 84  80  77]
  [ 87  83  80]
  [ 85  81  78]]

 [[217 217 227]
  [217 217 227]
  [217 217 227]
  ...
  [ 84  80  77]
  [ 88  84  81]
  [ 86  82  79]]

 [[217 217 227]
  [217 217 227]
  [217 217 227]
  ...
  [ 84  80  77]
  [ 89  85  82]
  [ 86  82  79]]]",metal
378,garbage_classification/metal/metal255.jpg,"[[[216 219 234]
  [216 219 234]
  [216 219 234]
  ...
  [186 186 198]
  [186 186 198]
  [186 186 198]]

 [[216 219 234]
  [216 219 234]
  [216 219 234]
  ...
  [186 186 198]
  [186 186 198]
  [186 186 198]]

 [[216 219 234]
  [216 219 234]
  [216 219 234]
  ...
  [186 186 198]
  [186 186 198]
  [186 186 198]]

 ...

 [[213 215 230]
  [213 215 230]
  [213 215 230]
  ...
  [148 136 124]
  [150 136 125]
  [150 136 125]]

 [[213 215 230]
  [213 215 230]
  [213 215 230]
  ...
  [150 136 125]
  [148 134 123]
  [145 131 120]]

 [[213 215 230]
  [213 215 230]
  [213 215 230]
  ...
  [151 137 126]
  [145 131 120]
  [142 126 113]]]",metal
379,garbage_classification/metal/metal675.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
380,garbage_classification/metal/metal455.jpg,"[[[245 232 223]
  [245 232 223]
  [245 232 223]
  ...
  [247 204 185]
  [247 204 185]
  [247 204 185]]

 [[245 232 223]
  [245 232 223]
  [245 232 223]
  ...
  [247 204 185]
  [247 204 185]
  [247 204 185]]

 [[245 232 223]
  [245 232 223]
  [245 232 223]
  ...
  [247 204 185]
  [247 204 185]
  [247 204 185]]

 ...

 [[200 216 229]
  [199 215 228]
  [199 215 228]
  ...
  [187 205 217]
  [187 205 217]
  [187 205 217]]

 [[200 216 229]
  [200 216 229]
  [199 215 228]
  ...
  [187 205 217]
  [187 205 217]
  [187 205 217]]

 [[200 216 229]
  [200 216 229]
  [200 216 229]
  ...
  [187 205 217]
  [187 205 217]
  [187 205 217]]]",metal
381,garbage_classification/metal/metal654.jpg,"[[[255 252 228]
  [255 253 236]
  [255 254 247]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 248 227]
  [255 253 237]
  [254 251 246]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 251 234]
  [255 252 241]
  [255 254 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
382,garbage_classification/metal/metal678.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
383,garbage_classification/metal/metal230.jpg,"[[[210 210 222]
  [210 210 222]
  [210 210 222]
  ...
  [183 183 193]
  [183 183 193]
  [183 183 193]]

 [[210 210 222]
  [210 210 222]
  [209 209 221]
  ...
  [183 183 193]
  [183 183 193]
  [183 183 193]]

 [[210 210 222]
  [209 209 221]
  [209 209 221]
  ...
  [184 184 194]
  [183 183 193]
  [183 183 193]]

 ...

 [[209 208 222]
  [208 207 221]
  [207 206 220]
  ...
  [140 140 142]
  [140 140 142]
  [140 140 142]]

 [[209 208 222]
  [209 208 222]
  [208 207 221]
  ...
  [140 140 142]
  [140 140 142]
  [140 140 142]]

 [[209 208 222]
  [209 208 222]
  [208 207 221]
  ...
  [140 140 142]
  [140 140 142]
  [140 140 142]]]",metal
384,garbage_classification/metal/metal29.jpg,"[[[215 217 230]
  [215 217 230]
  [215 217 230]
  ...
  [  1 127 177]
  [  1 127 177]
  [  1 127 177]]

 [[215 217 230]
  [215 217 230]
  [215 217 230]
  ...
  [  2 128 178]
  [  2 128 178]
  [  2 128 178]]

 [[215 217 230]
  [215 217 230]
  [215 217 230]
  ...
  [  3 129 179]
  [  3 129 179]
  [  3 129 179]]

 ...

 [[227 229 244]
  [226 228 243]
  [226 228 243]
  ...
  [179 135  46]
  [182 132  33]
  [193 131  22]]

 [[227 229 244]
  [227 229 244]
  [226 228 243]
  ...
  [179 135  48]
  [182 132  35]
  [193 129  21]]

 [[227 229 244]
  [227 229 244]
  [227 229 244]
  ...
  [180 136  49]
  [182 132  37]
  [193 129  21]]]",metal
385,garbage_classification/metal/metal614.jpg,"[[[225 225 233]
  [225 225 233]
  [225 225 233]
  ...
  [247 247 247]
  [247 247 247]
  [247 247 247]]

 [[225 225 233]
  [225 225 233]
  [225 225 233]
  ...
  [247 247 247]
  [247 247 247]
  [247 247 247]]

 [[225 225 233]
  [225 225 233]
  [225 225 233]
  ...
  [247 247 247]
  [247 247 247]
  [247 247 247]]

 ...

 [[247 247 247]
  [247 247 247]
  [247 247 247]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[247 247 247]
  [247 247 247]
  [247 247 247]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[247 247 247]
  [247 247 247]
  [247 247 247]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]]",metal
386,garbage_classification/metal/metal2.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
387,garbage_classification/metal/metal689.jpg,"[[[255 255 251]
  [255 255 251]
  [255 255 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 251]
  [255 255 251]
  [255 255 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 251]
  [255 255 251]
  [255 255 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",metal
